시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 강남구 개포동,1237-8,1237,8,YH빌리지,27.86,202302,7,"37,000",2,2017,논현로20길 22,,중개거래,"경기 의왕시, 서울 강남구"
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,32.44,202204,30,"23,000",10,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,32.44,202205,19,"23,000",21,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,31.91,202206,1,"20,800",16,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,32.44,202206,29,"22,000",13,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,32.44,202206,30,"26,000",25,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,32.44,202207,1,"21,000",7,1997,개포로 623,,중개거래,"경기 남양주시, 서울 강남구"
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,31.91,202207,4,"23,000",13,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,31.91,202207,8,"21,000",9,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,34.39,202207,16,"23,000",8,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,32.44,202207,19,"22,800",5,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,31.91,202207,21,"23,000",9,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,31.91,202208,12,"23,000",11,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,33.5,202209,19,"22,000",15,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,32.44,202210,13,"20,650",5,1997,개포로 623,,직거래,-
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,31.91,202211,1,"23,000",18,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,31.91,202212,31,"22,000",14,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,31.91,202302,5,"20,000",12,1997,개포로 623,,직거래,-
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,34.39,202302,6,"22,900",11,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,32.44,202302,21,"20,000",9,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,32.44,202303,6,"20,500",12,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,32.44,202304,13,"20,000",13,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,03월 13일,13,3,대청타워,32.44,202304,22,"22,800",19,1997,개포로 623,,중개거래,서울 강남구
서울특별시 강남구 개포동,1194-1,1194,1,런던빌 개포,31.4,202205,19,"53,500",7,2021,논현로 48,,직거래,-
서울특별시 강남구 개포동,186-13,186,13,메트하임,22,202205,13,"29,000",9,2018,개포로 504,,직거래,-
서울특별시 강남구 개포동,186-13,186,13,메트하임,22,202205,18,"28,000",10,2018,개포로 504,,중개거래,서울 강남구
서울특별시 강남구 개포동,186-13,186,13,메트하임,22,202205,31,"29,000",15,2018,개포로 504,,중개거래,서울 강남구
서울특별시 강남구 개포동,186-13,186,13,메트하임,22,202207,1,"25,000",10,2018,개포로 504,,중개거래,서울 강남구
서울특별시 강남구 개포동,186-13,186,13,메트하임,22,202207,26,"30,000",15,2018,개포로 504,,중개거래,서울 강남구
서울특별시 강남구 논현동,96,96,0,"	(96)	",22.05,202303,2,"17,600",5,1987,도산대로46길 11,,중개거래,서울 강남구
서울특별시 강남구 논현동,96,96,0,"	(96)	",22.05,202303,15,"17,500",8,1987,도산대로46길 11,,중개거래,서울 강남구
서울특별시 강남구 논현동,96,96,0,"	(96)	",22.05,202303,15,"17,500",8,1987,도산대로46길 11,,중개거래,서울 강남구
서울특별시 강남구 논현동,96,96,0,"	(96)	",22.05,202303,15,"17,500",8,1987,도산대로46길 11,,중개거래,서울 강남구
서울특별시 강남구 논현동,96,96,0,"	(96)	",22.05,202304,23,"17,300",6,1987,도산대로46길 11,,중개거래,서울 강남구
서울특별시 강남구 논현동,241-3,241,3,강남구청역 에스케이 허브 블루,34.57,202206,13,"41,000",9,2005,학동로 342,,중개거래,서울 강남구
서울특별시 강남구 논현동,241-3,241,3,강남구청역 에스케이 허브 블루,38.75,202206,27,"41,000",5,2005,학동로 342,,중개거래,서울 강남구
서울특별시 강남구 논현동,241-3,241,3,강남구청역 에스케이 허브 블루,34.57,202207,12,"41,000",9,2005,학동로 342,,중개거래,서울 강남구
서울특별시 강남구 논현동,241-3,241,3,강남구청역 에스케이 허브 블루,38.75,202211,30,"42,500",12,2005,학동로 342,,중개거래,서울 강남구
서울특별시 강남구 논현동,241-1,241,1,강남파라곤,85.76,202206,28,"175,000",12,2007,학동로 338,,중개거래,서울 강남구
서울특별시 강남구 논현동,203-1,203,1,거평타운오피스텔,22.55,202205,31,"13,400",6,1991,봉은사로 129,,중개거래,서울 강남구
서울특별시 강남구 논현동,203-1,203,1,거평타운오피스텔,22.55,202208,19,"14,000",8,1991,봉은사로 129,,중개거래,서울 강남구
서울특별시 강남구 논현동,203-1,203,1,거평타운오피스텔,22.55,202209,28,"13,400",11,1991,봉은사로 129,,중개거래,서울 강남구
서울특별시 강남구 논현동,203-1,203,1,거평타운오피스텔,32.8,202211,8,"20,200",16,1991,봉은사로 129,,중개거래,서울 강남구
서울특별시 강남구 논현동,203-1,203,1,거평타운오피스텔,22.55,202212,9,"13,000",9,1991,봉은사로 129,,중개거래,서울 강남구
서울특별시 강남구 논현동,203-1,203,1,거평타운오피스텔,40.64,202301,12,"26,000",12,1991,봉은사로 129,,중개거래,서울 강남구
서울특별시 강남구 논현동,203-1,203,1,거평타운오피스텔,22.55,202302,27,"13,500",7,1991,봉은사로 129,,중개거래,서울 강남구
서울특별시 강남구 논현동,225-6,225,6,논현 아이파크,26.72,202205,13,"50,000",5,2020,언주로 615,,중개거래,서울 강남구
서울특별시 강남구 논현동,225-6,225,6,논현 아이파크,27.56,202208,15,"50,000",5,2020,언주로 615,,중개거래,서울 강남구
서울특별시 강남구 논현동,225-6,225,6,논현 아이파크,27.56,202208,17,"50,000",5,2020,언주로 615,,중개거래,서울 강남구
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,39.06,202205,20,"30,600",5,2003,논현로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,40.35,202206,10,"29,400",3,2003,논현로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,40.35,202207,11,"30,000",7,2003,논현로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,37.12,202209,21,"27,700",4,2003,논현로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,40.55,202211,14,"30,700",5,2003,논현로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,45.26,202211,28,"30,500",6,2003,논현로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,40.35,202301,18,"30,000",6,2003,논현로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,152-5,152,5,논현동대우아이빌 힐타운,40.55,202303,6,"30,000",6,2003,논현로 641,,중개거래,서울 강남구
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,24.88,202205,2,"34,000",13,2018,봉은사로 123,,중개거래,서울 강남구
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,22.43,202205,8,"32,000",11,2018,봉은사로 123,,중개거래,서울 강남구
서울특별시 강남구 논현동,202-10,202,10,리체힐 신논현 오피스텔A동,24.88,202210,16,"35,000",15,2018,봉은사로 123,,직거래,-
서울특별시 강남구 논현동,209,209,0,삼환 아르누보 3,22.09,202206,4,"25,000",6,2005,학동로 224,,중개거래,서울 강남구
서울특별시 강남구 논현동,209,209,0,삼환 아르누보 3,22.09,202206,7,"24,000",6,2005,학동로 224,,중개거래,서울 강남구
서울특별시 강남구 논현동,209,209,0,삼환 아르누보 3,22.09,202206,7,"24,500",7,2005,학동로 224,,중개거래,서울 강남구
서울특별시 강남구 논현동,209,209,0,삼환 아르누보 3,22.09,202206,16,"23,000",4,2005,학동로 224,,중개거래,서울 강남구
서울특별시 강남구 논현동,209,209,0,삼환 아르누보 3,22.09,202212,23,"23,700",7,2005,학동로 224,,중개거래,서울 강남구
서울특별시 강남구 논현동,06월 21일,6,21,세양 APEX-TOWER,26.91,202205,3,"22,500",5,2003,도산대로 158,,중개거래,서울 강남구
서울특별시 강남구 논현동,205-8,205,8,운현오피스텔,30.03,202207,23,"21,500",7,2003,봉은사로 143,,중개거래,서울 서초구
서울특별시 강남구 논현동,211-21,211,21,펜트힐 루 논현,53.62,202208,17,"158,000",16,2021,언주로 641,,중개거래,서울 강남구
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,13.96,202205,3,"16,000",4,2004,테헤란로92길 13,,중개거래,서울 강남구
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,13.96,202205,12,"15,000",8,2004,테헤란로92길 13,,중개거래,서울 강남구
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,13.96,202205,13,"15,000",10,2004,테헤란로92길 13,,직거래,-
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,13.96,202205,13,"15,000",3,2004,테헤란로92길 13,,중개거래,서울 강남구
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,13.96,202207,13,"15,500",8,2004,테헤란로92길 13,,중개거래,서울 강남구
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,13.96,202211,28,"16,400",5,2004,테헤란로92길 13,,중개거래,서울 강남구
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,13.96,202212,10,"16,000",8,2004,테헤란로92길 13,,중개거래,서울 강남구
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,13.96,202302,13,"14,900",7,2004,테헤란로92길 13,,중개거래,서울 강남구
서울특별시 강남구 대치동,945-29,945,29,CO-OP Residence/삼성역,13.96,202303,14,"16,000",8,2004,테헤란로92길 13,,중개거래,서울 강남구
서울특별시 강남구 대치동,945-20,945,20,대치3차 아이파크 오피스텔,22.39,202302,23,"34,000",6,2019,영동대로85길 20,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,33.06,202207,5,"30,000",2,2004,선릉로90길 56,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-23,891,23,대치동 대우아이빌 명문가,42.3,202208,9,"34,000",2,2004,선릉로90길 56,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-26,891,26,대치동대우아이빌멤버스,35.43,202206,2,"29,500",4,2003,삼성로85길 42,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-38,891,38,대치트레비스타 101동,18.45,202205,14,"25,700",3,2020,선릉로90길 68,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-38,891,38,대치트레비스타 101동,17.68,202302,7,"21,000",2,2020,선릉로90길 68,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-63,891,63,대치트레비스타 102동,18.45,202206,2,"25,000",2,2020,선릉로90길 66,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-63,891,63,대치트레비스타 102동,18.45,202206,30,"26,700",6,2020,선릉로90길 66,,중개거래,서울 강남구
서울특별시 강남구 대치동,891-63,891,63,대치트레비스타 102동,18.45,202302,1,"25,800",10,2020,선릉로90길 66,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-56,889,56,더 나인 오피스텔,29.97,202206,18,"20,000",8,2004,테헤란로64길 14,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-56,889,56,더 나인 오피스텔,35.28,202212,23,"24,000",5,2004,테헤란로64길 14,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-56,889,56,더 나인 오피스텔,29.97,202301,7,"20,700",15,2004,테헤란로64길 14,,중개거래,서울 강남구
서울특별시 강남구 대치동,942-3,942,3,바실리체,42.68,202207,11,"73,576",5,2022,삼성로 436,20220711,직거래,-
서울특별시 강남구 대치동,942-3,942,3,바실리체,55.01,202209,8,"118,000",16,2022,삼성로 436,,중개거래,서울 강남구
서울특별시 강남구 대치동,942-3,942,3,바실리체,55.01,202302,14,"109,000",8,2022,삼성로 436,,중개거래,서울 강남구
서울특별시 강남구 대치동,938,938,0,삼환 아르누보2,26.42,202208,16,"41,700",4,2004,도곡로 405,,중개거래,서울 강남구
서울특별시 강남구 대치동,938,938,0,삼환 아르누보2,26.42,202303,23,"43,000",5,2004,도곡로 405,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-47,889,47,샹제리제센터(889-47),54.82,202209,15,"41,900",4,1990,선릉로90길 10,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-47,889,47,샹제리제센터(889-47),54.82,202211,29,"41,700",3,1990,선릉로90길 10,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,44.46,202205,10,"37,000",7,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,34.32,202206,22,"29,000",19,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,44.46,202207,15,"44,500",19,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,44.46,202208,23,"43,000",12,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,36.66,202209,27,"33,000",20,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,44.46,202210,14,"41,700",16,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,34.32,202301,11,"29,000",17,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,32.76,202303,2,"34,000",22,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,50.73,202303,13,"50,000",10,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,39,202303,21,"33,000",16,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,44.46,202304,8,"39,000",11,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,44.46,202304,10,"43,000",7,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-59,890,59,선릉역 롯데골드로즈2,34.32,202304,28,"25,900",5,2004,선릉로86길 31,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,32,202205,11,"22,000",8,2003,테헤란로64길 8,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,32,202205,12,"22,000",7,2003,테헤란로64길 8,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,32,202208,26,"22,500",16,2003,테헤란로64길 8,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,32,202208,30,"22,500",9,2003,테헤란로64길 8,,직거래,-
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,32,202209,2,"24,400",5,2003,테헤란로64길 8,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,32,202209,17,"22,000",13,2003,테헤란로64길 8,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,32,202209,17,"22,200",11,2003,테헤란로64길 8,,중개거래,서울 강남구
서울특별시 강남구 대치동,889-53,889,53,선릉역 롯데골드로즈오피스텔,32,202209,19,"22,000",5,2003,테헤란로64길 8,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌,33.02,202205,10,"25,000",6,2004,테헤란로64길 9,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌,30.1,202206,4,"23,000",3,2004,테헤란로64길 9,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌,33.02,202206,15,"27,000",3,2004,테헤란로64길 9,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌,30.1,202207,1,"22,500",2,2004,테헤란로64길 9,,중개거래,서울 강남구
서울특별시 강남구 대치동,890-49,890,49,선릉역대우아이빌,33.02,202210,31,"26,000",4,2004,테헤란로64길 9,,중개거래,서울 강남구
서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,30.11,202206,18,"31,000",21,2004,테헤란로88길 10,,중개거래,서울 강남구
서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,30.11,202207,6,"30,000",20,2004,테헤란로88길 10,,중개거래,서울 강남구
서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,30.11,202207,17,"30,700",12,2004,테헤란로88길 10,,중개거래,서울 강남구
서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,30.11,202207,22,"30,500",14,2004,테헤란로88길 10,,중개거래,서울 강남구
서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,26.73,202209,24,"24,500",7,2004,테헤란로88길 10,,중개거래,서울 강남구
서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,30.11,202301,25,"27,770",15,2004,테헤란로88길 10,20230320,직거래,-
서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,30.11,202301,25,"27,770",15,2004,테헤란로88길 10,20230316,직거래,-
서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,30.11,202302,23,"28,500",15,2004,테헤란로88길 10,,중개거래,서울 강남구
서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,26.19,202303,10,"25,000",23,2004,테헤란로88길 10,,중개거래,서울 강남구
서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,30.11,202303,17,"27,770",15,2004,테헤란로88길 10,,직거래,-
서울특별시 강남구 대치동,943-24,943,24,신안메트로칸,26.73,202303,23,"23,000",22,2004,테헤란로88길 10,,중개거래,서울 강남구
서울특별시 강남구 도곡동,168,168,0,에스케이리더스뷰,167.79,202206,13,"277,000",18,2005,남부순환로 2763,,중개거래,"경기 성남분당구, 서울 강남구"
서울특별시 강남구 도곡동,168,168,0,에스케이리더스뷰,167.79,202212,26,"242,000",16,2005,남부순환로 2763,,중개거래,서울 강남구
서울특별시 강남구 도곡동,168,168,0,에스케이리더스뷰,139.63,202302,11,"212,000",5,2005,남부순환로 2763,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-24,467,24,우성캐릭터 199,35.2,202205,9,"34,000",12,1998,언주로 118,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-24,467,24,우성캐릭터 199,45.93,202205,10,"50,000",9,1998,언주로 118,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-24,467,24,우성캐릭터 199,45.93,202205,30,"50,000",9,1998,언주로 118,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-24,467,24,우성캐릭터 199,35.2,202207,22,"34,700",19,1998,언주로 118,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-24,467,24,우성캐릭터 199,45.93,202301,13,"44,500",14,1998,언주로 118,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-24,467,24,우성캐릭터 199,45.93,202303,28,"47,000",22,1998,언주로 118,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-24,467,24,우성캐릭터 199,45.93,202304,5,"45,000",4,1998,언주로 118,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-18,467,18,우성캐릭터-빌,30.5,202210,18,"33,700",9,1998,언주로 122,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스(467-0),88.39,202207,20,"250,000",15,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467,467,0,타워팰리스(467-0),143.11,202303,2,"285,000",10,2002,언주로30길 56,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,467,17,타워팰리스(467-17),79.86,202205,29,"191,000",10,2003,언주로30길 57,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,467,17,타워팰리스(467-17),60.19,202206,23,"145,000",3,2003,언주로30길 57,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,467,17,타워팰리스(467-17),79.04,202301,5,"188,500",7,2003,언주로30길 57,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-17,467,17,타워팰리스(467-17),98.99,202301,14,"205,000",7,2003,언주로30길 57,,중개거래,서울 강남구
서울특별시 강남구 도곡동,467-29,467,29,타워팰리스(467-29),140.95,202302,15,"365,000",10,2004,언주로30길 26,,중개거래,서울 강남구
서울특별시 강남구 삼성동,143-19,143,19,"	(143-19)	",21.12,202207,21,"22,500",8,1990,테헤란로69길 10,,중개거래,서울 강남구
서울특별시 강남구 삼성동,143-19,143,19,"	(143-19)	",20.94,202301,14,"14,000",6,1990,테헤란로69길 10,,중개거래,"서울 강남구, 서울 마포구"
서울특별시 강남구 삼성동,Mar-78,78,3,"	(78-3)	",31.15,202304,8,"52,000",8,1990,영동대로 644,,중개거래,서울 강남구
서울특별시 강남구 삼성동,Mar-78,78,3,"	(78-3)	",31.15,202304,12,"34,000",7,1990,영동대로 644,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트B,39.99,202205,4,"37,000",6,2004,테헤란로63길 12,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트B,40.11,202206,29,"40,000",7,2004,테헤란로63길 12,,중개거래,서울 강남구
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트B,39.99,202208,19,"32,500",5,2004,테헤란로63길 12,,직거래,-
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트B,39.99,202211,7,"32,000",3,2004,테헤란로63길 12,,중개거래,서울 서초구
서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트B,39.99,202211,8,"33,000",8,2004,테헤란로63길 12,,중개거래,서울 강남구
서울특별시 강남구 삼성동,157-8,157,8,LG트윈텔,67.87,202209,22,"50,000",10,2000,삼성로96길 6,,중개거래,서울 강남구
서울특별시 강남구 삼성동,157-8,157,8,LG트윈텔,77.27,202209,29,"69,000",19,2000,삼성로96길 6,,중개거래,서울 강남구
서울특별시 강남구 삼성동,157-8,157,8,LG트윈텔,40.4,202210,22,"36,000",19,2000,삼성로96길 6,,중개거래,서울 강남구
서울특별시 강남구 삼성동,157-8,157,8,LG트윈텔,45.96,202211,3,"39,000",15,2000,삼성로96길 6,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-10,158,10,마젤란21아스테리움,89.03,202210,11,"135,000",11,2006,테헤란로87길 17,,중개거래,서울 강남구
서울특별시 강남구 삼성동,Sep-45,45,9,봉은사로 461 주상복합 (주식회사 프레스티지),34.7,202206,3,"73,500",6,null, ,,중개거래,서울 강남구
서울특별시 강남구 삼성동,Sep-45,45,9,봉은사로 461 주상복합 (주식회사 프레스티지),38.66,202206,22,"73,000",4,null, ,,중개거래,서울 강남구
서울특별시 강남구 삼성동,Sep-52,52,9,삼성 리치빌,35.4,202208,4,"40,000",1,2003,학동로82길 6,,중개거래,서울 강남구
서울특별시 강남구 삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,19.89,202205,23,"29,000",4,2019,테헤란로63길 9,,중개거래,서울 강남구
서울특별시 강남구 삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,19.89,202207,20,"28,000",5,2019,테헤란로63길 9,,중개거래,서울 강남구
서울특별시 강남구 삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,19.89,202208,16,"30,500",3,2019,테헤란로63길 9,,중개거래,서울 강남구
서울특별시 강남구 삼성동,141-10,141,10,삼성동 롯데캐슬 클라쎄,29.37,202304,8,"57,000",10,2019,테헤란로63길 9,,중개거래,서울 강남구
서울특별시 강남구 삼성동,144-1,144,1,삼성동 현대위버포레 오피스텔,20.94,202205,10,"33,431",7,2022,삼성로95길 9,,직거래,-
서울특별시 강남구 삼성동,144-1,144,1,삼성동 현대위버포레 오피스텔,20.64,202205,25,"35,600",5,2022,삼성로95길 9,,중개거래,서울 강남구
서울특별시 강남구 삼성동,144-1,144,1,삼성동 현대위버포레 오피스텔,29.92,202205,25,"70,000",11,2022,삼성로95길 9,,중개거래,서울 강남구
서울특별시 강남구 삼성동,144-1,144,1,삼성동 현대위버포레 오피스텔,20.64,202209,14,"37,054",11,2022,삼성로95길 9,,중개거래,서울 강남구
서울특별시 강남구 삼성동,146,146,0,삼성동포스코 더샵,67.43,202301,5,"85,000",3,2003,봉은사로 510,,중개거래,경기 의왕시
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,27.88,202204,30,"26,150",8,2003,테헤란로83길 14,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,27.88,202205,13,"24,200",3,2003,테헤란로83길 14,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,23.29,202206,9,"21,300",2,2003,테헤란로83길 14,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,27.06,202206,22,"25,000",5,2003,테헤란로83길 14,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,27.06,202207,8,"26,000",2,2003,테헤란로83길 14,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,27.88,202207,12,"26,000",6,2003,테헤란로83길 14,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,27.06,202207,25,"24,500",3,2003,테헤란로83길 14,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,41.44,202208,31,"36,500",11,2003,테헤란로83길 14,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,27.06,202209,1,"25,000",6,2003,테헤란로83길 14,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,23.29,202209,22,"21,850",11,2003,테헤란로83길 14,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,23.29,202210,6,"21,000",4,2003,테헤란로83길 14,,중개거래,서울 강남구
서울특별시 강남구 삼성동,158-4,158,4,삼성역 두산위브센티움,27.06,202211,15,"24,000",2,2003,테헤란로83길 14,,중개거래,서울 강남구
